Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-11-06,Transaction at Flipkart,10972.07,Online Shopping,Net Banking,Kolkata,Credit Card,Debit,Mobile,INR,Online Store,No,Thursday,November,Evening
2025-11-30,Transaction at RedBus,470.1,Transport,Net Banking,Chennai,Credit Card,Debit,Mobile,INR,Service,Yes,Sunday,November,Night
2025-04-26,Transaction at MedPlus,13032.47,Healthcare,Debit Card,Mumbai,Credit Card,Debit,Desktop,INR,Service,No,Saturday,April,Morning
2025-11-01,Transaction at YouTube Premium,758.92,Entertainment,Credit Card,Bangalore,Savings,Debit,Mobile,INR,Subscription,No,Saturday,November,Morning
2025-05-29,Transaction at Tata Cliq,14037.3,Online Shopping,Credit Card,Mumbai,Salary,Debit,POS Terminal,INR,Online Store,No,Thursday,May,Morning
2025-01-02,Transaction at IndiGo,1310.56,Travell_err,Net Banking,Chennai,Savings,Debit,Mobile,INR,Service,Yes,Thursday,January,Night
2025-03-31,Transaction at Pepperfry,13619.07,Online Shopping,Debit Card,Mumbai,Savings,Debit,POS Terminal,INR,Online Store,Yes,Monday,March,Afternoon
2025-11-23,Transaction at TSRTC,911.19,Transport,Debit Card,Delhi,Salary,Debit,Mobile,INR,Service,No,Sunday,November,Morning
2025-10-01,Transaction at Myntra,4060.4,Online Shopping,Credit Card,Delhi,Savings,Debit,POS Terminal,INR,Online Store,No,Wednesday,October,Afternoon
2025-07-24,Transaction at AirAsia,14670.27,,UPI,Pune,Salary,Debit,Desktop,INR,Service,No,Thursday,July,Afternoon
2025-09-16,Transaction at Levis,6362.18,Clothing,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Tuesday,September,Night
2025-08-09,Transaction at RedBus,1726.39,Transport,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,August,Afternoon
2025-06-09,Transaction at PharmEasy,1503.4,Healthcare,Net Banking,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,Yes,Monday,June,Morning
2025-10-19,Transaction at Pantaloons,4013.75,Clothing,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Retail,No,Sunday,October,Afternoon
2025-10-31,Transaction at Amazon Prime,948.58,Entertainment,Credit Card,Delhi,Current,Debit,Desktop,INR,Subscription,No,Friday,October,Night
2025-01-28,Transaction at MakeMyTrip,18182.37,Travell_err,Credit Card,Delhi,Current,Debit,Mobile,INR,Service,Yes,Tuesday,January,Afternoon
2025-12-13,Transaction at Nature's Basket,3951.44,Grocerie$,Net Banking,Delhi,Current,Debit,Desktop,INR,Retail,No,Saturday,December,Morning
2025-08-22,Transaction at Netflix,318.35,Entertainment,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Subscription,No,Friday,August,Evening
2025-06-11,Transaction at RedBus,1337.91,Transport,Credit Card,Kolkata,Savings,Debit,Desktop,INR,Service,No,Wednesday,June,Afternoon
2025-07-25,Transaction at Netflix,411.54,Entertainment,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Subscription,No,Friday,July,Night
2025-07-16,Transaction at Dominos,1173.15,Food,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Restaurant,No,Wednesday,July,Evening
2025-01-07,Transaction at 1mg,5915.31,Healthcare,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Tuesday,January,Afternoon
2025-09-25,Transaction at RedBus,647.8,Transport,Credit Card,Pune,Current,Debit,Mobile,INR,Service,Yes,Thursday,September,Afternoon
2025-03-01,Transaction at KFC,1391.99,Food,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,March,Afternoon
2025-06-16,Transaction at KFC,716.57,Food,Credit Card,Delhi,Savings,Debit,Desktop,INR,Restaurant,No,Monday,June,Evening
2025-06-23,Transaction at Asus Store,51012.52,Electronics,Credit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,No,Monday,June,Night
2025-06-23,Transaction at CCD,,Food,Credit Card,Delhi,Salary,Debit,POS Terminal,INR,Restaurant,No,Monday,June,Morning
2025-03-24,Transaction at Tata Cliq,1790.8,Online Shopping,Credit Card,Pune,Salary,Debit,Desktop,INR,Online Store,No,Monday,March,Afternoon
2025-12-28,Transaction at IRCTC,11938.91,Travell_err,UPI,Bangalore,Savings,Debit,Mobile,INR,Service,Yes,Sunday,December,Afternoon
2025-09-04,Transaction at A2B,923.34,Food,Credit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Thursday,September,Evening
2025-07-19,Transaction at BSNL,2466.57,Biills,Net Banking,Mumbai,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,July,Afternoon
2025-08-01,Transaction at MakeMyTrip,711.42,Travell_err,Debit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Service,Yes,Friday,August,Night
2025-07-12,Transaction at Gas Agency,3114.58,Biills,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Service,No,Saturday,July,Morning
2025-10-30,Transaction at Nykaa,5289.31,Online Shopping,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Online Store,No,Thursday,October,Evening
2025-12-14,Transaction at Aha,575.62,Entertainment,Net Banking,Chennai,Current,Debit,Mobile,INR,Subscription,No,Sunday,December,Evening
2025-03-01,Transaction at Star Bazaar,,Grocerie$,Debit Card,Bangalore,Salary,Debit,POS Terminal,INR,Retail,No,Saturday,March,Afternoon
2025-05-23,Transaction at Apple Music,463.83,Entertainment,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Subscription,No,Friday,May,Morning
2025-02-26,Transaction at Zara,7724.55,Clothing,UPI,Bangalore,Credit Card,Debit,Desktop,INR,Retail,Yes,Wednesday,February,Evening
2025-08-10,Transaction at Yulu Bikes,497.37,Transport,Net Banking,Pune,Credit Card,Debit,Desktop,INR,Service,No,Sunday,August,Afternoon
2025-12-08,Transaction at A2B,533.28,Food,Net Banking,Kolkata,Salary,Debit,POS Terminal,INR,Restaurant,No,Monday,December,Evening
2025-04-22,Transaction at TNEB,3094.6,Biills,Debit Card,Bangalore,Current,Debit,POS Terminal,INR,Service,No,Tuesday,April,Afternoon
2025-01-16,Transaction at Amazon,16163.41,Online Shopping,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Online Store,No,Thursday,January,Evening
2025-03-08,Transaction at IRCTC,28156.44,Travell_err,UPI,Pune,Savings,Debit,POS Terminal,INR,Service,No,Saturday,March,Morning
2025-06-12,Transaction at Uber,,Transport,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Service,No,Thursday,June,Afternoon
2025-07-25,Transaction at Boat Lifestyle,41879.08,Electronics,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,July,Evening
2025-04-29,Transaction at Apollo Pharmacy,17508.96,Healthcare,Credit Card,Chennai,Current,Debit,Desktop,INR,Service,Yes,Tuesday,April,Morning
2025-02-28,Transaction at Dell Exclusive,44535.67,Electronics,Credit Card,Pune,Current,Debit,Desktop,INR,Retail,No,Friday,February,Morning
2025-06-12,Transaction at Burger King,1482.48,Food,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,No,Thursday,June,Night
2025-12-08,Transaction at Apollo Pharmacy,5179.58,Healthcare,UPI,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Monday,December,Evening
2025-05-15,Transaction at JioMart,3888.14,Grocerie$,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,No,Thursday,May,Morning
2025-06-30,Transaction at Taco Bell,485.5,Food,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Monday,June,Morning
2025-03-12,Transaction at MakeMyTrip,17031.73,Travell_err,Net Banking,Pune,Salary,Debit,Mobile,INR,Service,No,Wednesday,March,Night
2025-07-16,Transaction at Reliance Fresh,3531.18,Grocerie$,Debit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,No,Wednesday,July,Night
2025-04-20,Transaction at TNEB,5773.77,Biills,Debit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Sunday,April,Afternoon
2025-09-09,Transaction at Yatra,15370.31,Travell_err,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Service,No,Tuesday,September,Afternoon
2025-03-20,Transaction at Max Fashion,7865.01,Clothing,UPI,Kolkata,Current,Debit,POS Terminal,INR,Retail,No,Thursday,March,Evening
2025-03-07,Transaction at Gaana,771.64,Entertainment,UPI,Mumbai,Savings,Debit,Mobile,INR,Subscription,No,Friday,March,Evening
2025-11-13,Transaction at Croma,,Electronics,UPI,Delhi,Savings,Debit,Desktop,INR,Retail,No,Thursday,November,Morning
2025-07-26,Transaction at Vodafone Idea,2488.2,Biills,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Service,Yes,Saturday,July,Evening
2025-02-05,Transaction at Nykaa,15289.18,Online Shopping,UPI,Chennai,Salary,Debit,POS Terminal,INR,Online Store,Yes,Wednesday,February,Morning
2025-07-27,Transaction at Aster,14374.2,Healthcare,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Service,Yes,Sunday,July,Morning
2025-08-20,Transaction at TSRTC,552.84,Transport,UPI,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Wednesday,August,Evening
2025-02-28,Transaction at Subway,584.77,Food,Debit Card,Hyderabad,Current,Debit,Desktop,INR,Restaurant,Yes,Friday,February,Morning
2025-08-24,Transaction at Biba,3984.7,Clothing,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Retail,Yes,Sunday,August,Afternoon
2025-09-18,Transaction at Barbeque Nation,225.83,Food,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,September,Night
2025-03-05,Transaction at Lenskart,12167.39,Online Shopping,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Online Store,No,Wednesday,March,Afternoon
2025-07-08,Transaction at 1mg,4706.32,Healthcare,Credit Card,Bangalore,Credit Card,Debit,Mobile,INR,Service,Yes,Tuesday,July,Afternoon
2025-12-10,Transaction at Apollo Hospital,4280.45,Healthcare,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,December,Afternoon
2025-05-31,Transaction at CloudNine,13688.77,Healthcare,Credit Card,Delhi,Savings,Debit,Desktop,INR,Service,Yes,Saturday,May,Morning
2025-12-20,Transaction at YouTube Premium,952.79,Entertainment,Debit Card,Chennai,Salary,Debit,Mobile,INR,Subscription,Yes,Saturday,December,Evening
2025-12-15,Transaction at Vivo Store,114052.4,Electronics,Credit Card,Delhi,Savings,Debit,Desktop,INR,Retail,No,Monday,December,Morning
2025-08-29,Transaction at Fortis,16563.55,Healthcare,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Service,No,Friday,August,Evening
2025-10-03,Transaction at BMTC,341.51,,Credit Card,Delhi,Current,Debit,Mobile,INR,Service,No,Friday,October,Morning
2025-02-23,Transaction at Metro Rail,1380.2,Transport,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,Yes,Sunday,February,Afternoon
2025-10-20,Transaction at SonyLiv,454.06,Entertainment,Credit Card,Mumbai,Credit Card,Debit,Mobile,INR,Subscription,Yes,Monday,October,Afternoon
2025-06-07,Transaction at Apple Music,864.11,Entertainment,UPI,Delhi,Current,Debit,Desktop,INR,Subscription,No,Saturday,June,Morning
2025-08-12,Transaction at Woodland,6462.69,Clothing,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Retail,No,Tuesday,August,Afternoon
2025-12-19,Transaction at AirAsia,27975.54,Travell_err,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Service,No,Friday,December,Evening
2025-02-10,Transaction at Airtel,2083.94,Biills,Credit Card,Mumbai,Salary,Debit,Mobile,INR,Service,No,Monday,February,Evening
2025-10-10,Transaction at Rapido,1659.59,Transport,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Friday,October,Evening
2025-10-09,Transaction at Netmeds,14081.65,Healthcare,UPI,Pune,Salary,Debit,Mobile,INR,Service,No,Thursday,October,Night
2025-12-30,Transaction at Max Fashion,7719.07,Clothing,UPI,Delhi,Salary,Debit,Mobile,INR,Retail,Yes,Tuesday,December,Afternoon
2025-12-21,Transaction at Gaana,514.7,Entertainment,Net Banking,Pune,Credit Card,Debit,Desktop,INR,Subscription,Yes,Sunday,December,Evening
2025-07-02,Transaction at AirAsia,25965.32,Travell_err,Net Banking,Chennai,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,July,Morning
2025-12-09,Transaction at Hotstar,331.5,Entertainment,Credit Card,Pune,Credit Card,Debit,Mobile,INR,Subscription,Yes,Tuesday,December,Evening
2025-02-17,Transaction at MedPlus,9109.9,Healthcare,Debit Card,Pune,Savings,Debit,Desktop,INR,Service,Yes,Monday,February,Afternoon
2025-07-03,Transaction at Vodafone Idea,1980.93,Biills,Credit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Service,No,Thursday,July,Night
2025-12-29,Transaction at Asus Store,28844.76,Electronics,Debit Card,Bangalore,Credit Card,Debit,Mobile,INR,Retail,No,Monday,December,Morning
2025-02-20,Transaction at CCD,1216.66,Food,Net Banking,Pune,Current,Debit,Desktop,INR,Restaurant,No,Thursday,February,Afternoon
2025-11-14,Transaction at Tata Cliq,,Online Shopping,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Online Store,No,Friday,November,Afternoon
2025-02-22,Transaction at IRCTC,28407.42,Travell_err,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,Yes,Saturday,February,Evening
2025-05-27,Transaction at A2B,430.59,Food,Debit Card,Chennai,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Tuesday,May,Evening
2025-03-10,Transaction at Boat Lifestyle,72988.29,Electronics,UPI,Pune,Current,Debit,POS Terminal,INR,Retail,Yes,Monday,March,Morning
2025-02-06,Transaction at Ola,237.18,Transport,UPI,Delhi,Current,Debit,Mobile,INR,Service,No,Thursday,February,Afternoon
2025-04-06,Transaction at Netflix,307.22,Entertainment,Debit Card,Chennai,Salary,Debit,Desktop,INR,Subscription,Yes,Sunday,April,Night
2025-10-17,Transaction at Pepperfry,6589.03,Online Shopping,Debit Card,Kolkata,Savings,Debit,Mobile,INR,Online Store,Yes,Friday,October,Night
2025-02-12,Transaction at Starbucks,733.84,Food,Debit Card,Hyderabad,Current,Debit,Desktop,INR,Restaurant,No,Wednesday,February,Morning
2025-06-16,Transaction at Flipkart,13686.78,Online Shopping,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Online Store,No,Monday,June,Morning
2025-05-08,Transaction at Apollo Pharmacy,3853.02,Healthcare,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Service,Yes,Thursday,May,Morning
2025-12-16,Transaction at Starbucks,1342.17,Food,Debit Card,Mumbai,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Tuesday,December,Night
2025-05-18,Transaction at Pizza Hut,,Food,Net Banking,Hyderabad,Salary,Debit,Mobile,INR,Restaurant,No,Sunday,May,Evening
2025-05-20,Transaction at Water Board,4197.89,Biills,Credit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Service,No,Tuesday,May,Afternoon
2025-03-12,Transaction at RedBus,1044.41,,UPI,Delhi,Salary,Debit,Desktop,INR,Service,Yes,Wednesday,March,Night
2025-10-19,Transaction at A2B,376.89,Food,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Sunday,October,Evening
2025-07-24,Transaction at Gas Agency,3522.02,Biills,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Service,Yes,Thursday,July,Afternoon
2025-01-24,Transaction at Flipkart,19236.46,Online Shopping,Debit Card,Chennai,Savings,Debit,Mobile,INR,Online Store,Yes,Friday,January,Afternoon
2025-01-01,Transaction at Aha,241.25,Entertainment,UPI,Bangalore,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,January,Evening
2025-03-12,Transaction at Metro Rail,908.94,Transport,Debit Card,Pune,Credit Card,Debit,POS Terminal,INR,Service,No,Wednesday,March,Evening
2025-10-14,Transaction at Fortis,10531.94,Healthcare,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Tuesday,October,Night
2025-12-08,Transaction at Jio Fiber,243.95,Biills,Credit Card,Kolkata,Current,Debit,Desktop,INR,Service,Yes,Monday,December,Night
2025-01-29,Transaction at Meru Cabs,1981.27,,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Service,No,Wednesday,January,Morning
2025-05-02,Transaction at MedPlus,12835.69,Healthcare,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Service,No,Friday,May,Morning
2025-02-19,Transaction at BSNL,3019.68,Biills,UPI,Kolkata,Current,Debit,Mobile,INR,Service,No,Wednesday,February,Night
2025-08-27,Transaction at Taco Bell,754.31,Food,Net Banking,Mumbai,Current,Debit,Desktop,INR,Restaurant,No,Wednesday,August,Night
2025-05-26,Transaction at H&M,2357.37,Clothing,Credit Card,Delhi,Salary,Debit,Mobile,INR,Retail,No,Monday,May,Afternoon
2025-04-13,Transaction at US Polo,3734.99,Clothing,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Retail,Yes,Sunday,April,Evening
2025-12-31,Transaction at Spotify,103.51,Entertainment,UPI,Mumbai,Current,Debit,Desktop,INR,Subscription,Yes,Wednesday,December,Morning
2025-03-10,Transaction at Cream Stone,497.17,Food,UPI,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,No,Monday,March,Afternoon
2025-07-04,Transaction at Apollo Pharmacy,16457.98,Healthcare,Credit Card,Bangalore,Current,Debit,Mobile,INR,Service,No,Friday,July,Morning
2025-07-21,Transaction at JioMart,2272.22,Grocerie$,UPI,Hyderabad,Savings,Debit,Desktop,INR,Retail,No,Monday,July,Afternoon
2025-04-28,Transaction at Levis,1619.54,Clothing,Credit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,No,Monday,April,Evening
2025-02-10,Transaction at Ola,481.64,Transport,Credit Card,Bangalore,Current,Debit,Desktop,INR,Service,No,Monday,February,Afternoon
2025-06-15,Transaction at CCD,1347.75,Food,UPI,Chennai,Current,Debit,Mobile,INR,Restaurant,Yes,Sunday,June,Morning
2025-09-19,Transaction at YouTube Premium,915.46,Entertainment,Credit Card,Kolkata,Credit Card,Debit,Mobile,INR,Subscription,No,Friday,September,Morning
2025-08-07,Transaction at Woodland,5579.89,Clothing,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Thursday,August,Afternoon
2025-11-18,Transaction at RedBus,433.62,Transport,UPI,Pune,Current,Debit,Desktop,INR,Service,Yes,Tuesday,November,Night
2025-08-20,Transaction at Tata Cliq,,Online Shopping,Debit Card,Pune,Savings,Debit,Mobile,INR,Online Store,No,Wednesday,August,Morning
2025-02-06,Transaction at Myntra,17133.19,Online Shopping,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Online Store,No,Thursday,February,Morning
2025-04-15,Transaction at Subway,548.69,Food,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Restaurant,No,Tuesday,April,Evening
2025-06-01,Transaction at Airtel,2221.56,Biills,UPI,Pune,Savings,Debit,Mobile,INR,Service,Yes,Sunday,June,Night
2025-07-22,Transaction at Flipkart,4922.32,Online Shopping,UPI,Mumbai,Salary,Debit,Mobile,INR,Online Store,Yes,Tuesday,July,Evening
2025-04-08,Transaction at Biba,4972.83,Clothing,UPI,Kolkata,Current,Debit,POS Terminal,INR,Retail,Yes,Tuesday,April,Morning
2025-11-16,Transaction at Sony Center,51855.47,Electronics,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,No,Sunday,November,Evening
2025-05-01,Transaction at Flipkart,1474.18,Online Shopping,Credit Card,Pune,Salary,Debit,Desktop,INR,Online Store,Yes,Thursday,May,Evening
2025-07-13,Transaction at BigBazaar,1314.67,Grocerie$,Debit Card,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Sunday,July,Evening
2025-12-21,Transaction at Dell Exclusive,105066.91,Electronics,UPI,Kolkata,Salary,Debit,POS Terminal,INR,Retail,No,Sunday,December,Afternoon
2025-07-26,Transaction at Nilgiris,2453.61,Grocerie$,UPI,Pune,Savings,Debit,Desktop,INR,Retail,Yes,Saturday,July,Afternoon
2025-03-14,Transaction at Airtel,2522.7,Biills,Net Banking,Bangalore,Current,Debit,Desktop,INR,Service,No,Friday,March,Afternoon
2025-05-08,Transaction at Ola,87.36,Transport,Credit Card,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Thursday,May,Evening
2025-09-12,Transaction at Gas Agency,5965.42,Biills,Debit Card,Delhi,Current,Debit,Desktop,INR,Service,Yes,Friday,September,Night
2025-04-04,Transaction at Zee5,670.11,Entertainment,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Subscription,No,Friday,April,Night
2025-02-17,Transaction at Vodafone Idea,1857.65,Biills,UPI,Chennai,Current,Debit,Desktop,INR,Service,Yes,Monday,February,Afternoon
2025-06-25,Transaction at Ajio,18324.08,Online Shopping,Credit Card,Delhi,Current,Debit,Desktop,INR,Online Store,Yes,Wednesday,June,Night
2025-06-12,Transaction at BigBazaar,3499.51,Grocerie$,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Thursday,June,Afternoon
2025-02-20,Transaction at Myntra,2699.49,Online Shopping,Credit Card,Kolkata,Current,Debit,Mobile,INR,Online Store,Yes,Thursday,February,Afternoon
2025-03-17,Transaction at Nature's Basket,,Grocerie$,Debit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,No,Monday,March,Morning
